area_type,availability,location,size,total_sqft,bath,balcony,price(in Lakhs),price
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1585,3,2,88,8800000
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1626,3,3,89,8900000
Super built-up  Area,20-Dec,Whitefield,3 BHK,1306,3,2,54.65,5465000
Super built-up  Area,18-May,Whitefield,2 BHK,1185,2,2,40,4000000
Super built-up  Area,17-Oct,Whitefield,2 BHK,1277,2,1,61.3,6130000
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1205,2,1,39,3900000
Super built-up  Area,21-Mar,Whitefield,2 BHK,1272,2,1,95.05,9505000
Super built-up  Area,Ready To Move,Whitefield,3 BHK,2225,3,3,115,11500000
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1405,2,1,78,7800000
Super built-up  Area,18-Dec,Whitefield,2 BHK,1330,2,1,71,7100000
Super built-up  Area,18-Oct,Whitefield,2 BHK,1280,2,1,75,7500000
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1485,3,2,65,6500000
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1232,2,2,45,4500000
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1403,2,2,60.81,6081000
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1190,2,3,57,5700000
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1140,2,2,41,4100000
Super built-up  Area,18-Dec,Whitefield,3 BHK,1697,3,2,94.79,9479000
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1254,2,2,40,4000000
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1360,2,1,95,9500000
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1985,3,2,75,7500000
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1560,2,2,72,7200000
Super built-up  Area,Ready To Move,Whitefield,4 BHK,2268,3,2,163,16300000
Plot  Area,Ready To Move,Whitefield,4 BHK,4800,5,2,550,55000000
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1697,3,2,108,10800000
Super built-up  Area,Ready To Move,Whitefield,3 BHK,2225,2,1,125,12500000
Super built-up  Area,Ready To Move,Whitefield,4 BHK,3606,4,2,312,31200000
Super built-up  Area,18-Apr,Whitefield,1 BHK,950,1,1,50,5000000
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1130,2,1,36,3600000
Super built-up  Area,18-Dec,Whitefield,3 BHK,1697,3,2,115,11500000
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1285,2,2,55.9,5590000
Super built-up  Area,Ready To Move,Whitefield,4 BHK,3537,5,3,210,21000000
Super built-up  Area,Ready To Move,Whitefield,4 BHK,2268,3,0,146,14600000
Super built-up  Area,Ready To Move,Whitefield,4 BHK,2500,4,3,155,15500000
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1280,2,2,52,5200000
Super built-up  Area,18-Apr,Whitefield,2 BHK,1346,2,1,96.17,9617000
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1320,2,1,95,9500000
Super built-up  Area,18-Dec,Whitefield,3 BHK,2321,4,1,128,12800000
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1102,2,1,48,4800000
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1190,2,2,67,6700000
Super built-up  Area,20-Dec,Whitefield,3 BHK,1562,3,2,103,10300000
Super built-up  Area,18-Apr,Whitefield,2 BHK,1118,2,1,75,7500000
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1170,2,1,71,7100000
Super built-up  Area,20-Dec,Whitefield,2 BHK,1165,2,1,40.5,4050000
Super built-up  Area,Ready To Move,Whitefield,2 BHK,920,2,1,63,6300000
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1260,2,2,49.5,4950000
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1870,3,2,90,9000000
Super built-up  Area,18-Nov,Whitefield,2 BHK,1215,2,3,65,6500000
Super built-up  Area,18-May,Whitefield,2 BHK,1216,2,1,79,7900000
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1635,2,2,85,8500000
Super built-up  Area,Ready To Move,Whitefield,3 BHK,2010,3,3,92,9200000
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1155,2,1,60,6000000
Super built-up  Area,Ready To Move,Whitefield,1 BHK,825,1,1,45,4500000
Super built-up  Area,19-Dec,Whitefield,2 BHK,1485,2,1,90,9000000
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1116,2,3,51.91,5191000
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1495,2,1,79.5,7950000
Super built-up  Area,18-Dec,Whitefield,3 BHK,2280,4,2,126,12600000
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1650,3,2,60,6000000
Plot  Area,18-Jul,Whitefield,2 BHK,1200,2,1,46.13,4613000
Plot  Area,Ready To Move,Whitefield,3 BHK,4800,4,2,600,60000000
Plot  Area,Ready To Move,Whitefield,4 BHK,2064,5,2,225,22500000
Plot  Area,Ready To Move,Whitefield,4 BHK,1600,4,2,300,30000000
Plot  Area,Ready To Move,Whitefield,4 BHK,3940,5,3,265,26500000
Plot  Area,18-Aug,Whitefield,3 BHK,1500,3,1,78.57,7857000
Plot  Area,Ready To Move,Whitefield,4 BHK,2000,4,1,312,31200000
Plot  Area,Ready To Move,Whitefield,4 BHK,2900,4,3,225,22500000
Plot  Area,Ready To Move,Whitefield,3 BHK,1200,3,1,56.72,5672000
Plot  Area,Ready To Move,Whitefield,4 BHK,2990,3,2,198,19800000
Plot  Area,Ready To Move,Whitefield,4 BHK,4800,4,3,550,55000000
Plot  Area,Ready To Move,Whitefield,4 BHK,1920,5,2,250,25000000
Plot  Area,Ready To Move,Whitefield,3 BHK,1500,3,1,250,25000000
Plot  Area,18-Jul,Whitefield,3 BHK,1200,3,1,56,5600000
Plot  Area,18-Nov,Whitefield,4 BHK,2400,4,1,143,14300000
Plot  Area,Ready To Move,Whitefield,3 BHK,3450,4,2,208,20800000
Plot  Area,18-Dec,Whitefield,2 BHK,1200,2,1,45,4500000
Plot  Area,18-Sep,Whitefield,3 BHK,1200,3,1,67.77,6777000
Plot  Area,Ready To Move,Whitefield,4 BHK,5200,5,3,242,24200000
Plot  Area,Ready To Move,Whitefield,4 BHK,10200,4,1,1250,125000000
Plot  Area,Ready To Move,Whitefield,3 BHK,1808,4,0,80,8000000
Plot  Area,Ready To Move,Whitefield,4 BHK,4400,5,2,500,50000000
Plot  Area,18-Nov,Whitefield,3 BHK,1200,3,2,56.58,5658000
Plot  Area,Ready To Move,Whitefield,4 BHK,4290,5,3,625,62500000
Plot  Area,19-Oct,Whitefield,4 BHK,60,4,2,218,21800000
Plot  Area,18-Jul,Whitefield,2 BHK,1200,2,1,45.84,4584000
Plot  Area,Ready To Move,Whitefield,4 BHK,5400,5,3,475,47500000
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1155,2,3,59.95,5995000
Super built-up  Area,Ready To Move,Whitefield,2 BHK,805,2,2,35,3500000
Super built-up  Area,18-Sep,Whitefield,3 BHK,1640,4,2,91,9100000
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1140,2,1,56,5600000
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1720,3,3,100,10000000
Super built-up  Area,Ready To Move,Whitefield,4 BHK,4104,4,2,360,36000000
Super built-up  Area,Ready To Move,Whitefield,3 BHK,2500,3,2,313,31300000
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1150,2,1,70,7000000
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1040,2,1,48.5,4850000
Plot  Area,Ready To Move,Whitefield,4 BHK,1575,4,3,250,25000000
Super built-up  Area,Ready To Move,Whitefield,4 BHK,3252,4,1,230,23000000
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1910,3,2,161,16100000
Super built-up  Area,18-May,Whitefield,2 BHK,1130,2,1,42.16,4216000
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1280,2,2,75,7500000
Plot  Area,Ready To Move,Whitefield,4 BHK,4007,4,3,530,53000000
Plot  Area,18-Dec,Whitefield,3 BHK,1200,3,2,67.75,6775000
Super built-up  Area,19-Dec,Whitefield,2 BHK,1173,2,1,58,5800000
Plot  Area,18-Dec,Whitefield,3 BHK,1500,3,1,61.9,6190000
Plot  Area,18-Dec,Whitefield,3 BHK,1500,3,1,71,7100000
Plot  Area,Ready To Move,Whitefield,4 BHK,1344,3,1,130,13000000
Super built-up  Area,18-Feb,Whitefield,3 BHK,1800,2,2,70,7000000
Super built-up  Area,20-Sep,Whitefield,2 BHK,1459,2,1,94.82,9482000
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1116,2,1,51.91,5191000
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1075,2,1,53,5300000
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1170,2,1,38,3800000
Super built-up  Area,Ready To Move,Whitefield ECC Road,2 BHK,1225,2,2,71.05,7105000
Built-up  Area,Ready To Move,"Whitefield,",3 BHK,1745,3,2,77,7700000
Built-up  Area,Ready To Move,"Whitefield,",2 BHK,1300,2,1,58,5800000
Super built-up  Area,Ready To Move,Williams Town,3 BHK,1500,2,2,98,9800000
Super built-up  Area,Ready To Move,Wilson Garden,3 BHK,1655,3,2,155,15500000
Super built-up  Area,Ready To Move,Wilson Garden,2 BHK,1125,2,1,75,7500000
Built-up  Area,Ready To Move,Wilson Garden,3 BHK,1680,3,3,135,13500000
Super built-up  Area,Ready To Move,Wilson Garden,1 BHK,735,1,1,75,7500000
Plot  Area,Ready To Move,Xavier Layout,3 BHK,1524,4,2,400,40000000
Super built-up  Area,18-Jun,Yarandahalli,2 BHK,1015,2,1,40.1,4010000
Built-up  Area,Ready To Move,Yarandahalli,3 BHK,1350,2,3,48,4800000
Plot  Area,Ready To Move,Yediyur,4 BHK,1140,3,2,225,22500000
Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,800,1,1,30,3000000
Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,1400,2,3,78,7800000
Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,1080,2,2,55,5500000
Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,1130,2,2,40,4000000
Super built-up  Area,Ready To Move,Yelachenahalli,3 BHK,1700,3,2,130,13000000
Super built-up  Area,16-Dec,Yelachenahalli,2 BHK,2400,1,1,150,15000000
Super built-up  Area,Ready To Move,Yelachenahalli,3 BHK,1464,2,3,105,10500000
Super built-up  Area,Ready To Move,Yelachenahalli,3 BHK,1400,2,3,55,5500000
Plot  Area,Ready To Move,Yelachenahalli,2 BHK,1200,2,2,160,16000000
Plot  Area,18-May,Yelachenahalli,4 BHK,900,2,1,115,11500000
Plot  Area,Ready To Move,Yelachenahalli,4 BHK,900,2,1,115,11500000
Built-up  Area,Ready To Move,Yelachenahalli,2 BHK,1103,2,2,55,5500000
Built-up  Area,Ready To Move,Yelachenahalli,2 BHK,1110,2,2,110,11000000
Built-up  Area,Ready To Move,Yelachenahalli,4 BHK,1800,3,1,220,22000000
Super built-up  Area,18-Aug,Yelachenahalli,2 BHK,1080,2,2,38,3800000
Super built-up  Area,Ready To Move,Yelachenahalli,3 BHK,1330,3,3,73.5,7350000
Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,1100,2,2,60,6000000
Super built-up  Area,Ready To Move,Yelachenahalli,3 BHK,1365,2,1,72,7200000
Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,1000,2,2,50,5000000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1614,3,2,93,9300000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,935,2,1,35.53,3553000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,990,2,2,37.62,3762000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1614,3,2,95,9500000
Super built-up  Area,21-Mar,Yelahanka,2 BHK,1390,2,2,70.21,7021000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1590,3,1,54,5400000
Super built-up  Area,21-Mar,Yelahanka,3 BHK,1711,3,3,85.61,8561000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1305,2,1,78,7800000
Super built-up  Area,18-Feb,Yelahanka,1 BHK,654,1,1,36.25,3625000
Super built-up  Area,Ready To Move,Yelahanka,4 BHK,2600,4,3,175,17500000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1285,2,2,56,5600000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1075,2,2,36,3600000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1322,2,2,80,8000000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1050,2,1,45,4500000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1180,2,1,56,5600000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1282,2,1,48.72,4872000
Super built-up  Area,19-Dec,Yelahanka,3 BHK,1721,3,3,80.86,8086000
Super built-up  Area,18-Mar,Yelahanka,3 BHK,1859,3,1,108,10800000
Super built-up  Area,19-Dec,Yelahanka,4 BHK,2100,4,1,180,18000000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1060,2,1,40,4000000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1250,2,2,40,4000000
Super built-up  Area,18-Apr,Yelahanka,1 BHK,654,1,1,37,3700000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1500,2,2,63,6300000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1326,2,2,57,5700000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1100,2,1,70,7000000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1226,2,2,52.71,5271000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1322,2,2,86,8600000
Super built-up  Area,19-Dec,Yelahanka,3 BHK,1400,2,2,80.54,8054000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1270,2,2,78,7800000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1180,3,1,55,5500000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1566,3,2,97,9700000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1327,2,3,85,8500000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1274,2,2,48.42,4842000
Super built-up  Area,21-Mar,Yelahanka,3 BHK,1517,3,2,76.3,7630000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1391,2,2,64.5,6450000
Super built-up  Area,Ready To Move,Yelahanka,1 BHK,694,1,0,30.84,3084000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1692,3,2,83,8300000
Super built-up  Area,19-Dec,Yelahanka,2 BHK,1390,2,2,65.31,6531000
Super built-up  Area,17-Dec,Yelahanka,2 BHK,1519,2,3,65,6500000
Super built-up  Area,19-Dec,Yelahanka,2 BHK,1260,2,2,59.2,5920000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1484,2,2,56.4,5640000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1075,2,1,42,4200000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1610,4,2,85,8500000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1556,3,2,86,8600000
Super built-up  Area,18-May,Yelahanka,3 BHK,1890,3,2,108,10800000
Super built-up  Area,19-Jul,Yelahanka,2 BHK,1033,2,1,52.58,5258000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1614,2,1,100,10000000
Super built-up  Area,18-May,Yelahanka,1 BHK,602,1,1,26,2600000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1036,2,2,39.37,3937000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1322,2,2,75,7500000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1200,2,1,54,5400000
Super built-up  Area,18-Mar,Yelahanka,3 BHK,2145,3,3,125,12500000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1345,2,1,57,5700000
Super built-up  Area,19-Dec,Yelahanka,2 BHK,1040,2,1,48.86,4886000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1100,2,1,60,6000000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1115,2,2,60,6000000
Super built-up  Area,Ready To Move,Yelahanka,1 BHK,1000,1,0,14,1400000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1653,3,3,93,9300000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1705,3,2,85,8500000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1590,2,2,54,5400000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1355,2,3,75,7500000
Super built-up  Area,Ready To Move,Yelahanka,4 BHK,3175,4,1,156,15600000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1756,3,2,125,12500000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1408,2,2,58,5800000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1101,2,2,37,3700000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1104,2,2,58,5800000
Super built-up  Area,19-Mar,Yelahanka,2 BHK,1175,2,1,67.77,6777000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1322,2,1,77.9,7790000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1315,2,3,77,7700000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1075,2,1,33.53,3353000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1430,3,1,61,6100000
Super built-up  Area,Ready To Move,Yelahanka,4 BHK,2650,4,1,223,22300000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1355,2,2,51.5,5150000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1045,2,1,45,4500000
Super built-up  Area,18-Jan,Yelahanka,1 BHK,602,2,1,30,3000000
Super built-up  Area,18-Jan,Yelahanka,2 BHK,1362,2,2,66,6600000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1234,2,2,80,8000000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1000,2,1,29,2900000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1282,2,1,48.72,4872000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1180,2,1,55,5500000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1267,3,1,78,7800000
Super built-up  Area,20-Jan,Yelahanka,2 BHK,1360,2,1,78.19,7819000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1025,2,1,44,4400000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1140,2,1,50.66,5066000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,2317,4,3,140,14000000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1664,3,0,73.95,7395000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1050,2,2,33.1,3310000
Super built-up  Area,Ready To Move,Yelahanka,1 BHK,654,1,1,38,3800000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1445,2,2,82,8200000
Super built-up  Area,Ready To Move,Yelahanka,1 BHK,602,1,1,38,3800000
Super built-up  Area,Ready To Move,Yelahanka,1 BHK,697,1,1,35,3500000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1065,2,1,41.38,4138000
Super built-up  Area,21-Mar,Yelahanka,1 BHK,682,1,1,36.23,3623000
Super built-up  Area,19-Mar,Yelahanka,2 BHK,1023,2,1,52.59,5259000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1780,3,2,107,10700000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1076,2,1,78,7800000
Super built-up  Area,21-Dec,Yelahanka,2 BHK,1026,2,1,41,4100000
Super built-up  Area,20-Jan,Yelahanka,3 BHK,1823,3,2,103,10300000
Super built-up  Area,18-Mar,Yelahanka,3 BHK,1792,3,1,104,10400000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1304,2,1,69.97,6997000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1300,2,2,69.23,6923000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1705,3,1,91,9100000
Super built-up  Area,18-Dec,Yelahanka,4 BHK,4025,6,1,350,35000000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,870,2,1,27,2700000
Super built-up  Area,18-Mar,Yelahanka,3 BHK,1835,3,1,108,10800000
Super built-up  Area,18-Jul,Yelahanka,3 BHK,1890,3,2,109,10900000
Super built-up  Area,Ready To Move,Yelahanka,1 BHK,700,1,1,38,3800000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1491,3,2,85,8500000
Super built-up  Area,19-Apr,Yelahanka,2 BHK,1330,2,1,93.65,9365000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1185,2,2,45,4500000
Super built-up  Area,19-Dec,Yelahanka,3 BHK,1517,3,2,71.28,7128000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1756,3,2,66.73,6673000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1600,3,3,100,10000000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,915,2,2,48,4800000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1610,3,1,115,11500000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1180,2,3,42,4200000
Built-up  Area,15-Aug,Yelahanka,2 BHK,1225,2,2,62,6200000
Built-up  Area,Ready To Move,Yelahanka,3 BHK,1560,2,2,98,9800000
Built-up  Area,Ready To Move,Yelahanka,3 BHK,1342,2,2,75,7500000
Built-up  Area,Ready To Move,Yelahanka,2 BHK,1250,2,2,54,5400000
Built-up  Area,Ready To Move,Yelahanka,2 BHK,1270,2,2,57,5700000
Built-up  Area,Ready To Move,Yelahanka,3 BHK,1890,4,2,85,8500000
Built-up  Area,18-Apr,Yelahanka,3 BHK,1847,3,3,92,9200000
Built-up  Area,Ready To Move,Yelahanka,4 BHK,2088,5,0,110,11000000
Built-up  Area,Ready To Move,Yelahanka,2 BHK,1200,2,2,60,6000000
Built-up  Area,Ready To Move,Yelahanka,3 BHK,1350,2,3,85,8500000
Built-up  Area,Ready To Move,Yelahanka,3 BHK,1633,3,2,110,11000000
Built-up  Area,Ready To Move,Yelahanka,3 BHK,1325,2,2,58,5800000
Built-up  Area,18-Apr,Yelahanka,1 BHK,602,1,1,33,3300000
Built-up  Area,Ready To Move,Yelahanka,1 BHK,567,1,1,25,2500000
Plot  Area,Ready To Move,Yelahanka,1 BHK,660,1,0,48,4800000
Built-up  Area,Ready To Move,Yelahanka,3 BHK,1620,3,2,90,9000000
Built-up  Area,Ready To Move,Yelahanka,4 BHK,3990,4,1,260,26000000
Built-up  Area,Ready To Move,Yelahanka,2 BHK,1200,2,2,55,5500000
Built-up  Area,Ready To Move,Yelahanka,3 BHK,1650,3,3,105,10500000
Built-up  Area,Ready To Move,Yelahanka,3 BHK,35000,3,3,130,13000000
Built-up  Area,Ready To Move,Yelahanka,3 BHK,2195,4,2,127,12700000
Built-up  Area,Ready To Move,Yelahanka,3 BHK,2710,3,1,251,25100000
Built-up  Area,Ready To Move,Yelahanka,3 BHK,1815,3,2,82,8200000
Built-up  Area,Ready To Move,Yelahanka,4 BHK,3042,4,0,131,13100000
Built-up  Area,Ready To Move,Yelahanka,4 BHK,4346,4,1,450,45000000
Built-up  Area,Ready To Move,Yelahanka,2 BHK,600,2,2,27,2700000
Plot  Area,Ready To Move,Yelahanka,3 BHK,1550,3,1,120,12000000
Built-up  Area,Ready To Move,Yelahanka,3 BHK,1371,2,2,65,6500000
Built-up  Area,Ready To Move,Yelahanka,3 BHK,1653,3,2,120,12000000
Built-up  Area,Ready To Move,Yelahanka,3 BHK,1275,2,2,95,9500000
Super built-up  Area,19-Mar,Yelahanka,3 BHK,1616,3,1,65,6500000
Built-up  Area,Ready To Move,Yelahanka,1 BHK,651,1,1,17.5,1750000
Built-up  Area,Ready To Move,Yelahanka,2 BHK,1102,2,0,52,5200000
Built-up  Area,Ready To Move,Yelahanka,2 BHK,845,2,2,43,4300000
Built-up  Area,Ready To Move,Yelahanka,2 BHK,1315,2,3,75,7500000
Built-up  Area,Ready To Move,Yelahanka,3 BHK,1712,3,3,82,8200000
Plot  Area,18-Mar,Yelahanka,4 BHK,4025,5,3,800,80000000
Built-up  Area,Ready To Move,Yelahanka,3 BHK,1465,3,2,80.01,8001000
Plot  Area,Ready To Move,Yelahanka,4 BHK,2675,4,2,140,14000000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1075,2,1,51.5,5150000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1614,3,2,95,9500000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1381,2,2,52.48,5248000
Super built-up  Area,Ready To Move,Yelahanka,1 BHK,628,1,1,24,2400000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1537,3,3,120,12000000
Super built-up  Area,Ready To Move,Yelahanka,1 BHK,654,1,1,38.4,3840000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1705,3,1,74.16,7416000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1065,2,1,40.84,4084000
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1036,2,3,39.35,3935000
